path,emotion,intensity,actor,gender,statement,repetition,duration_s
..\data\raw\disgust\03-01-07-02-02-02-16.wav,disgust,strong,16,female,02,02,4.137479166666667
..\data\raw\disgust\03-01-07-02-02-02-17.wav,disgust,strong,17,male,02,02,4.604604166666666
..\data\raw\disgust\03-01-07-02-02-02-18.wav,disgust,strong,18,female,02,02,4.571229166666667
..\data\raw\disgust\03-01-07-02-02-02-19.wav,disgust,strong,19,male,02,02,4.938270833333333
..\data\raw\disgust\03-01-07-02-02-02-20.wav,disgust,strong,20,female,02,02,3.8705208333333334
..\data\raw\disgust\03-01-07-02-02-02-21.wav,disgust,strong,21,male,02,02,3.970625
..\data\raw\disgust\03-01-07-02-02-02-22.wav,disgust,strong,22,female,02,02,4.1040833333333335
..\data\raw\disgust\03-01-07-02-02-02-23.wav,disgust,strong,23,male,02,02,3.8705208333333334
..\data\raw\disgust\03-01-07-02-02-02-24.wav,disgust,strong,24,female,02,02,4.437770833333333
..\data\raw\fearful\03-01-06-01-01-01-01.wav,fearful,normal,1,male,01,01,3.6703333333333332
..\data\raw\fearful\03-01-06-01-01-01-02.wav,fearful,normal,2,female,01,01,3.636979166666667
..\data\raw\fearful\03-01-06-01-01-01-03.wav,fearful,normal,3,male,01,01,3.7370833333333335
..\data\raw\fearful\03-01-06-01-01-01-04.wav,fearful,normal,4,female,01,01,3.3032916666666665
..\data\raw\fearful\03-01-06-01-01-01-05.wav,fearful,normal,5,male,01,01,3.1364791666666667
..\data\raw\fearful\03-01-06-01-01-01-06.wav,fearful,normal,6,female,01,01,3.6369583333333333
..\data\raw\fearful\03-01-06-01-01-01-07.wav,fearful,normal,7,male,01,01,3.4367708333333336
..\data\raw\fearful\03-01-06-01-01-01-08.wav,fearful,normal,8,female,01,01,3.970645833333333
..\data\raw\fearful\03-01-06-01-01-01-09.wav,fearful,normal,9,male,01,01,3.1698333333333335
..\data\raw\fearful\03-01-06-01-01-01-10.wav,fearful,normal,10,female,01,01,3.4034166666666668
..\data\raw\fearful\03-01-06-01-01-01-11.wav,fearful,normal,11,male,01,01,3.470125
..\data\raw\fearful\03-01-06-01-01-01-12.wav,fearful,normal,12,female,01,01,3.4034166666666668
..\data\raw\fearful\03-01-06-01-01-01-13.wav,fearful,normal,13,male,01,01,3.1364791666666667
..\data\raw\fearful\03-01-06-01-01-01-14.wav,fearful,normal,14,female,01,01,3.3700208333333332
..\data\raw\fearful\03-01-06-01-01-01-15.wav,fearful,normal,15,male,01,01,3.3032916666666665
..\data\raw\fearful\03-01-06-01-01-01-16.wav,fearful,normal,16,female,01,01,3.7036875
..\data\raw\fearful\03-01-06-01-01-01-17.wav,fearful,normal,17,male,01,01,3.470125
..\data\raw\fearful\03-01-06-01-01-01-18.wav,fearful,normal,18,female,01,01,3.4367708333333336
..\data\raw\fearful\03-01-06-01-01-01-19.wav,fearful,normal,19,male,01,01,3.7036875
..\data\raw\fearful\03-01-06-01-01-01-20.wav,fearful,normal,20,female,01,01,3.8038125
..\data\raw\fearful\03-01-06-01-01-01-21.wav,fearful,normal,21,male,01,01,3.6703333333333332
..\data\raw\fearful\03-01-06-01-01-01-22.wav,fearful,normal,22,female,01,01,3.57025
..\data\raw\fearful\03-01-06-01-01-01-23.wav,fearful,normal,23,male,01,01,3.4367708333333336
..\data\raw\fearful\03-01-06-01-01-01-24.wav,fearful,normal,24,female,01,01,4.104104166666667
..\data\raw\fearful\03-01-06-01-01-02-01.wav,fearful,normal,1,male,01,02,3.636979166666667
..\data\raw\fearful\03-01-06-01-01-02-02.wav,fearful,normal,2,female,01,02,3.7370625
..\data\raw\fearful\03-01-06-01-01-02-03.wav,fearful,normal,3,male,01,02,3.8371666666666666
..\data\raw\fearful\03-01-06-01-01-02-04.wav,fearful,normal,4,female,01,02,3.2365833333333334
..\data\raw\fearful\03-01-06-01-01-02-05.wav,fearful,normal,5,male,01,02,3.3700208333333332
..\data\raw\fearful\03-01-06-01-01-02-06.wav,fearful,normal,6,female,01,02,3.4367708333333336
..\data\raw\fearful\03-01-06-01-01-02-07.wav,fearful,normal,7,male,01,02,3.5035
..\data\raw\fearful\03-01-06-01-01-02-08.wav,fearful,normal,8,female,01,02,3.6703333333333332
..\data\raw\fearful\03-01-06-01-01-02-09.wav,fearful,normal,9,male,01,02,3.1698333333333335
..\data\raw\fearful\03-01-06-01-01-02-10.wav,fearful,normal,10,female,01,02,3.3033125
..\data\raw\fearful\03-01-06-01-01-02-11.wav,fearful,normal,11,male,01,02,3.5035
..\data\raw\fearful\03-01-06-01-01-02-12.wav,fearful,normal,12,female,01,02,3.5035
..\data\raw\fearful\03-01-06-01-01-02-13.wav,fearful,normal,13,male,01,02,3.1698333333333335
..\data\raw\fearful\03-01-06-01-01-02-14.wav,fearful,normal,14,female,01,02,3.5702291666666666
..\data\raw\fearful\03-01-06-01-01-02-15.wav,fearful,normal,15,male,01,02,3.3033125
..\data\raw\fearful\03-01-06-01-01-02-16.wav,fearful,normal,16,female,01,02,3.5035
..\data\raw\fearful\03-01-06-01-01-02-17.wav,fearful,normal,17,male,01,02,3.5035
..\data\raw\fearful\03-01-06-01-01-02-18.wav,fearful,normal,18,female,01,02,3.403395833333333
..\data\raw\fearful\03-01-06-01-01-02-19.wav,fearful,normal,19,male,01,02,3.5035
..\data\raw\fearful\03-01-06-01-01-02-20.wav,fearful,normal,20,female,01,02,4.371020833333334
..\data\raw\fearful\03-01-06-01-01-02-21.wav,fearful,normal,21,male,01,02,3.7704166666666667
..\data\raw\fearful\03-01-06-01-01-02-22.wav,fearful,normal,22,female,01,02,3.6036041666666665
..\data\raw\fearful\03-01-06-01-01-02-23.wav,fearful,normal,23,male,01,02,3.2365625
..\data\raw\fearful\03-01-06-01-01-02-24.wav,fearful,normal,24,female,01,02,4.070729166666666
..\data\raw\fearful\03-01-06-01-02-01-01.wav,fearful,normal,1,male,02,01,3.4367708333333336
..\data\raw\fearful\03-01-06-01-02-01-02.wav,fearful,normal,2,female,02,01,3.6703333333333332
..\data\raw\fearful\03-01-06-01-02-01-03.wav,fearful,normal,3,male,02,01,3.5035
..\data\raw\fearful\03-01-06-01-02-01-04.wav,fearful,normal,4,female,02,01,3.470125
..\data\raw\fearful\03-01-06-01-02-01-05.wav,fearful,normal,5,male,02,01,3.136458333333333
..\data\raw\fearful\03-01-06-01-02-01-06.wav,fearful,normal,6,female,02,01,3.57025
..\data\raw\fearful\03-01-06-01-02-01-07.wav,fearful,normal,7,male,02,01,3.4367708333333336
..\data\raw\fearful\03-01-06-01-02-01-08.wav,fearful,normal,8,female,02,01,3.7704375
..\data\raw\fearful\03-01-06-01-02-01-09.wav,fearful,normal,9,male,02,01,3.1364791666666667
..\data\raw\fearful\03-01-06-01-02-01-10.wav,fearful,normal,10,female,02,01,3.5368541666666666
..\data\raw\fearful\03-01-06-01-02-01-11.wav,fearful,normal,11,male,02,01,3.1698333333333335
..\data\raw\fearful\03-01-06-01-02-01-12.wav,fearful,normal,12,female,02,01,3.3700208333333332
..\data\raw\fearful\03-01-06-01-02-01-13.wav,fearful,normal,13,male,02,01,3.2032083333333334
..\data\raw\fearful\03-01-06-01-02-01-14.wav,fearful,normal,14,female,02,01,3.370041666666667
..\data\raw\fearful\03-01-06-01-02-01-15.wav,fearful,normal,15,male,02,01,3.2699375
..\data\raw\fearful\03-01-06-01-02-01-16.wav,fearful,normal,16,female,02,01,3.6369583333333333
..\data\raw\fearful\03-01-06-01-02-01-17.wav,fearful,normal,17,male,02,01,3.536875
..\data\raw\fearful\03-01-06-01-02-01-18.wav,fearful,normal,18,female,02,01,3.470125
..\data\raw\fearful\03-01-06-01-02-01-19.wav,fearful,normal,19,male,02,01,3.7704375
..\data\raw\fearful\03-01-06-01-02-01-20.wav,fearful,normal,20,female,02,01,3.9372708333333333
..\data\raw\fearful\03-01-06-01-02-01-21.wav,fearful,normal,21,male,02,01,3.970625
..\data\raw\fearful\03-01-06-01-02-01-22.wav,fearful,normal,22,female,02,01,3.6703333333333332
..\data\raw\fearful\03-01-06-01-02-01-23.wav,fearful,normal,23,male,02,01,3.136458333333333
..\data\raw\fearful\03-01-06-01-02-01-24.wav,fearful,normal,24,female,02,01,3.93725
..\data\raw\fearful\03-01-06-01-02-02-01.wav,fearful,normal,1,male,02,02,3.7036875
..\data\raw\fearful\03-01-06-01-02-02-02.wav,fearful,normal,2,female,02,02,3.7370625
..\data\raw\fearful\03-01-06-01-02-02-03.wav,fearful,normal,3,male,02,02,3.2032083333333334
..\data\raw\fearful\03-01-06-01-02-02-04.wav,fearful,normal,4,female,02,02,3.470125
..\data\raw\fearful\03-01-06-01-02-02-05.wav,fearful,normal,5,male,02,02,3.069729166666667
..\data\raw\fearful\03-01-06-01-02-02-06.wav,fearful,normal,6,female,02,02,3.5035
..\data\raw\fearful\03-01-06-01-02-02-07.wav,fearful,normal,7,male,02,02,3.370041666666667
..\data\raw\fearful\03-01-06-01-02-02-08.wav,fearful,normal,8,female,02,02,3.6703333333333332
..\data\raw\fearful\03-01-06-01-02-02-09.wav,fearful,normal,9,male,02,02,3.136458333333333
..\data\raw\fearful\03-01-06-01-02-02-10.wav,fearful,normal,10,female,02,02,3.4367708333333336
..\data\raw\fearful\03-01-06-01-02-02-11.wav,fearful,normal,11,male,02,02,3.2032083333333334
..\data\raw\fearful\03-01-06-01-02-02-12.wav,fearful,normal,12,female,02,02,3.2032083333333334
..\data\raw\fearful\03-01-06-01-02-02-13.wav,fearful,normal,13,male,02,02,3.2365625
..\data\raw\fearful\03-01-06-01-02-02-14.wav,fearful,normal,14,female,02,02,3.3700208333333332
..\data\raw\fearful\03-01-06-01-02-02-15.wav,fearful,normal,15,male,02,02,3.3032916666666665
..\data\raw\fearful\03-01-06-01-02-02-16.wav,fearful,normal,16,female,02,02,3.5702291666666666
..\data\raw\fearful\03-01-06-01-02-02-17.wav,fearful,normal,17,male,02,02,3.6369583333333333
..\data\raw\fearful\03-01-06-01-02-02-18.wav,fearful,normal,18,female,02,02,3.4701458333333335
..\data\raw\fearful\03-01-06-01-02-02-19.wav,fearful,normal,19,male,02,02,3.536875
..\data\raw\fearful\03-01-06-01-02-02-20.wav,fearful,normal,20,female,02,02,3.3032916666666665
..\data\raw\fearful\03-01-06-01-02-02-21.wav,fearful,normal,21,male,02,02,4.070729166666666
..\data\raw\fearful\03-01-06-01-02-02-22.wav,fearful,normal,22,female,02,02,3.536875
..\data\raw\fearful\03-01-06-01-02-02-23.wav,fearful,normal,23,male,02,02,3.1031041666666668
..\data\raw\fearful\03-01-06-01-02-02-24.wav,fearful,normal,24,female,02,02,4.004
..\data\raw\fearful\03-01-06-02-01-01-01.wav,fearful,strong,1,male,01,01,5.005
..\data\raw\fearful\03-01-06-02-01-01-02.wav,fearful,strong,2,female,01,01,3.8037916666666667
..\data\raw\fearful\03-01-06-02-01-01-03.wav,fearful,strong,3,male,01,01,3.3033125
..\data\raw\fearful\03-01-06-02-01-01-04.wav,fearful,strong,4,female,01,01,3.9372708333333333
..\data\raw\fearful\03-01-06-02-01-01-05.wav,fearful,strong,5,male,01,01,3.2365625
..\data\raw\fearful\03-01-06-02-01-01-06.wav,fearful,strong,6,female,01,01,3.636979166666667
..\data\raw\fearful\03-01-06-02-01-01-07.wav,fearful,strong,7,male,01,01,3.636979166666667
..\data\raw\fearful\03-01-06-02-01-01-08.wav,fearful,strong,8,female,01,01,3.970625
..\data\raw\fearful\03-01-06-02-01-01-09.wav,fearful,strong,9,male,01,01,3.2365625
..\data\raw\fearful\03-01-06-02-01-01-10.wav,fearful,strong,10,female,01,01,3.5035
..\data\raw\fearful\03-01-06-02-01-01-11.wav,fearful,strong,11,male,01,01,3.2032083333333334
..\data\raw\fearful\03-01-06-02-01-01-12.wav,fearful,strong,12,female,01,01,3.7370833333333335
..\data\raw\fearful\03-01-06-02-01-01-13.wav,fearful,strong,13,male,01,01,3.370041666666667
..\data\raw\fearful\03-01-06-02-01-01-14.wav,fearful,strong,14,female,01,01,3.3700208333333332
..\data\raw\fearful\03-01-06-02-01-01-15.wav,fearful,strong,15,male,01,01,3.3366666666666664
..\data\raw\fearful\03-01-06-02-01-01-16.wav,fearful,strong,16,female,01,01,3.7370625
..\data\raw\fearful\03-01-06-02-01-01-17.wav,fearful,strong,17,male,01,01,3.703708333333333
..\data\raw\fearful\03-01-06-02-01-01-18.wav,fearful,strong,18,female,01,01,3.7370833333333335
..\data\raw\fearful\03-01-06-02-01-01-19.wav,fearful,strong,19,male,01,01,3.8371666666666666
..\data\raw\fearful\03-01-06-02-01-01-20.wav,fearful,strong,20,female,01,01,4.2375625
..\data\raw\fearful\03-01-06-02-01-01-21.wav,fearful,strong,21,male,01,01,3.970625
..\data\raw\fearful\03-01-06-02-01-01-22.wav,fearful,strong,22,female,01,01,3.5702291666666666
..\data\raw\fearful\03-01-06-02-01-01-23.wav,fearful,strong,23,male,01,01,3.5702291666666666
..\data\raw\fearful\03-01-06-02-01-01-24.wav,fearful,strong,24,female,01,01,3.8371666666666666
..\data\raw\fearful\03-01-06-02-01-02-01.wav,fearful,strong,1,male,01,02,4.2375625
..\data\raw\fearful\03-01-06-02-01-02-02.wav,fearful,strong,2,female,01,02,3.636979166666667
..\data\raw\fearful\03-01-06-02-01-02-03.wav,fearful,strong,3,male,01,02,3.9038958333333333
..\data\raw\fearful\03-01-06-02-01-02-04.wav,fearful,strong,4,female,01,02,3.403395833333333
..\data\raw\fearful\03-01-06-02-01-02-05.wav,fearful,strong,5,male,01,02,3.5702291666666666
..\data\raw\fearful\03-01-06-02-01-02-06.wav,fearful,strong,6,female,01,02,3.6036041666666665
..\data\raw\fearful\03-01-06-02-01-02-07.wav,fearful,strong,7,male,01,02,3.470125
..\data\raw\fearful\03-01-06-02-01-02-08.wav,fearful,strong,8,female,01,02,3.9038958333333333
..\data\raw\fearful\03-01-06-02-01-02-09.wav,fearful,strong,9,male,01,02,3.2699375
..\data\raw\fearful\03-01-06-02-01-02-10.wav,fearful,strong,10,female,01,02,3.703708333333333
..\data\raw\fearful\03-01-06-02-01-02-11.wav,fearful,strong,11,male,01,02,3.2032083333333334
..\data\raw\fearful\03-01-06-02-01-02-12.wav,fearful,strong,12,female,01,02,3.703708333333333
..\data\raw\fearful\03-01-06-02-01-02-13.wav,fearful,strong,13,male,01,02,3.2699375
..\data\raw\fearful\03-01-06-02-01-02-14.wav,fearful,strong,14,female,01,02,3.403395833333333
..\data\raw\fearful\03-01-06-02-01-02-15.wav,fearful,strong,15,male,01,02,3.4701458333333335
..\data\raw\fearful\03-01-06-02-01-02-16.wav,fearful,strong,16,female,01,02,3.7370625
..\data\raw\fearful\03-01-06-02-01-02-17.wav,fearful,strong,17,male,01,02,3.7370625
..\data\raw\fearful\03-01-06-02-01-02-18.wav,fearful,strong,18,female,01,02,4.170833333333333
..\data\raw\fearful\03-01-06-02-01-02-19.wav,fearful,strong,19,male,01,02,4.371020833333334
..\data\raw\fearful\03-01-06-02-01-02-20.wav,fearful,strong,20,female,01,02,4.170833333333333
..\data\raw\fearful\03-01-06-02-01-02-21.wav,fearful,strong,21,male,01,02,3.8371666666666666
..\data\raw\fearful\03-01-06-02-01-02-22.wav,fearful,strong,22,female,01,02,3.5702291666666666
..\data\raw\fearful\03-01-06-02-01-02-23.wav,fearful,strong,23,male,01,02,3.4367708333333336
..\data\raw\fearful\03-01-06-02-01-02-24.wav,fearful,strong,24,female,01,02,4.070729166666666
..\data\raw\fearful\03-01-06-02-02-01-01.wav,fearful,strong,1,male,02,01,3.970625
..\data\raw\fearful\03-01-06-02-02-01-02.wav,fearful,strong,2,female,02,01,3.6036041666666665
..\data\raw\fearful\03-01-06-02-02-01-03.wav,fearful,strong,3,male,02,01,3.3033125
..\data\raw\fearful\03-01-06-02-02-01-04.wav,fearful,strong,4,female,02,01,3.6036041666666665
..\data\raw\fearful\03-01-06-02-02-01-05.wav,fearful,strong,5,male,02,01,3.2365625
..\data\raw\fearful\03-01-06-02-02-01-06.wav,fearful,strong,6,female,02,01,3.7370625
..\data\raw\fearful\03-01-06-02-02-01-07.wav,fearful,strong,7,male,02,01,3.403395833333333
..\data\raw\fearful\03-01-06-02-02-01-08.wav,fearful,strong,8,female,02,01,3.8705208333333334
..\data\raw\fearful\03-01-06-02-02-01-09.wav,fearful,strong,9,male,02,01,3.2365625
..\data\raw\fearful\03-01-06-02-02-01-10.wav,fearful,strong,10,female,02,01,3.8037916666666667
..\data\raw\fearful\03-01-06-02-02-01-11.wav,fearful,strong,11,male,02,01,3.06975
..\data\raw\fearful\03-01-06-02-02-01-12.wav,fearful,strong,12,female,02,01,3.4701458333333335
..\data\raw\fearful\03-01-06-02-02-01-13.wav,fearful,strong,13,male,02,01,3.5035
..\data\raw\fearful\03-01-06-02-02-01-14.wav,fearful,strong,14,female,02,01,3.5035
..\data\raw\fearful\03-01-06-02-02-01-15.wav,fearful,strong,15,male,02,01,3.3700208333333332
..\data\raw\fearful\03-01-06-02-02-01-16.wav,fearful,strong,16,female,02,01,3.5368541666666666
..\data\raw\fearful\03-01-06-02-02-01-17.wav,fearful,strong,17,male,02,01,3.6703333333333332
..\data\raw\fearful\03-01-06-02-02-01-18.wav,fearful,strong,18,female,02,01,3.8038125
..\data\raw\fearful\03-01-06-02-02-01-19.wav,fearful,strong,19,male,02,01,3.5702291666666666
..\data\raw\fearful\03-01-06-02-02-01-20.wav,fearful,strong,20,female,02,01,3.8705416666666665
..\data\raw\fearful\03-01-06-02-02-01-21.wav,fearful,strong,21,male,02,01,3.7704375
..\data\raw\fearful\03-01-06-02-02-01-22.wav,fearful,strong,22,female,02,01,3.6703333333333332
..\data\raw\fearful\03-01-06-02-02-01-23.wav,fearful,strong,23,male,02,01,3.57025
..\data\raw\fearful\03-01-06-02-02-01-24.wav,fearful,strong,24,female,02,01,3.6035833333333334
..\data\raw\fearful\03-01-06-02-02-02-01.wav,fearful,strong,1,male,02,02,3.9039166666666665
..\data\raw\fearful\03-01-06-02-02-02-02.wav,fearful,strong,2,female,02,02,3.6036041666666665
..\data\raw\fearful\03-01-06-02-02-02-03.wav,fearful,strong,3,male,02,02,3.4367708333333336
..\data\raw\fearful\03-01-06-02-02-02-04.wav,fearful,strong,4,female,02,02,3.5702291666666666
..\data\raw\fearful\03-01-06-02-02-02-05.wav,fearful,strong,5,male,02,02,3.1031041666666668
..\data\raw\fearful\03-01-06-02-02-02-06.wav,fearful,strong,6,female,02,02,3.7370625
..\data\raw\fearful\03-01-06-02-02-02-07.wav,fearful,strong,7,male,02,02,3.5035
..\data\raw\fearful\03-01-06-02-02-02-08.wav,fearful,strong,8,female,02,02,3.9372708333333333
..\data\raw\fearful\03-01-06-02-02-02-09.wav,fearful,strong,9,male,02,02,3.2365625
..\data\raw\fearful\03-01-06-02-02-02-10.wav,fearful,strong,10,female,02,02,3.8705416666666665
..\data\raw\fearful\03-01-06-02-02-02-11.wav,fearful,strong,11,male,02,02,3.136458333333333
..\data\raw\fearful\03-01-06-02-02-02-12.wav,fearful,strong,12,female,02,02,3.6703333333333332
..\data\raw\fearful\03-01-06-02-02-02-13.wav,fearful,strong,13,male,02,02,3.2032083333333334
..\data\raw\fearful\03-01-06-02-02-02-14.wav,fearful,strong,14,female,02,02,3.470125
..\data\raw\fearful\03-01-06-02-02-02-15.wav,fearful,strong,15,male,02,02,3.5035
..\data\raw\fearful\03-01-06-02-02-02-16.wav,fearful,strong,16,female,02,02,3.5035
..\data\raw\fearful\03-01-06-02-02-02-17.wav,fearful,strong,17,male,02,02,3.8371666666666666
..\data\raw\fearful\03-01-06-02-02-02-18.wav,fearful,strong,18,female,02,02,3.8037916666666667
..\data\raw\fearful\03-01-06-02-02-02-19.wav,fearful,strong,19,male,02,02,4.037354166666667
..\data\raw\fearful\03-01-06-02-02-02-20.wav,fearful,strong,20,female,02,02,3.9039166666666665
..\data\raw\fearful\03-01-06-02-02-02-21.wav,fearful,strong,21,male,02,02,3.6369583333333333
..\data\raw\fearful\03-01-06-02-02-02-22.wav,fearful,strong,22,female,02,02,3.6036041666666665
..\data\raw\fearful\03-01-06-02-02-02-23.wav,fearful,strong,23,male,02,02,3.536875
..\data\raw\fearful\03-01-06-02-02-02-24.wav,fearful,strong,24,female,02,02,3.8371666666666666
..\data\raw\happy\03-01-03-01-01-01-01.wav,happy,normal,1,male,01,01,3.4701458333333335
..\data\raw\happy\03-01-03-01-01-01-02.wav,happy,normal,2,female,01,01,3.6036041666666665
..\data\raw\happy\03-01-03-01-01-01-03.wav,happy,normal,3,male,01,01,3.7704166666666667
..\data\raw\happy\03-01-03-01-01-01-04.wav,happy,normal,4,female,01,01,3.5035
..\data\raw\happy\03-01-03-01-01-01-05.wav,happy,normal,5,male,01,01,4.004
..\data\raw\happy\03-01-03-01-01-01-06.wav,happy,normal,6,female,01,01,3.5368541666666666
..\data\raw\happy\03-01-03-01-01-01-07.wav,happy,normal,7,male,01,01,3.5035
..\data\raw\happy\03-01-03-01-01-01-08.wav,happy,normal,8,female,01,01,3.5035
..\data\raw\happy\03-01-03-01-01-01-09.wav,happy,normal,9,male,01,01,3.3366666666666664
..\data\raw\happy\03-01-03-01-01-01-10.wav,happy,normal,10,female,01,01,3.5035
..\data\raw\happy\03-01-03-01-01-01-11.wav,happy,normal,11,male,01,01,3.1031041666666668
..\data\raw\happy\03-01-03-01-01-01-12.wav,happy,normal,12,female,01,01,3.703708333333333
..\data\raw\happy\03-01-03-01-01-01-13.wav,happy,normal,13,male,01,01,3.2365625
..\data\raw\happy\03-01-03-01-01-01-14.wav,happy,normal,14,female,01,01,3.703708333333333
..\data\raw\happy\03-01-03-01-01-01-15.wav,happy,normal,15,male,01,01,3.403395833333333
..\data\raw\happy\03-01-03-01-01-01-16.wav,happy,normal,16,female,01,01,3.703708333333333
..\data\raw\happy\03-01-03-01-01-01-17.wav,happy,normal,17,male,01,01,3.470125
..\data\raw\happy\03-01-03-01-01-01-18.wav,happy,normal,18,female,01,01,3.403395833333333
..\data\raw\happy\03-01-03-01-01-01-19.wav,happy,normal,19,male,01,01,3.6369583333333333
..\data\raw\happy\03-01-03-01-01-01-20.wav,happy,normal,20,female,01,01,3.536875
..\data\raw\happy\03-01-03-01-01-01-21.wav,happy,normal,21,male,01,01,3.8371666666666666
..\data\raw\happy\03-01-03-01-01-01-22.wav,happy,normal,22,female,01,01,3.536875
..\data\raw\happy\03-01-03-01-01-01-23.wav,happy,normal,23,male,01,01,3.3366666666666664
..\data\raw\happy\03-01-03-01-01-01-24.wav,happy,normal,24,female,01,01,3.6036041666666665
..\data\raw\happy\03-01-03-01-01-02-01.wav,happy,normal,1,male,01,02,3.470125
..\data\raw\happy\03-01-03-01-01-02-02.wav,happy,normal,2,female,01,02,3.7036875
..\data\raw\happy\03-01-03-01-01-02-03.wav,happy,normal,3,male,01,02,3.6035833333333334
..\data\raw\happy\03-01-03-01-01-02-04.wav,happy,normal,4,female,01,02,3.5368541666666666
..\data\raw\happy\03-01-03-01-01-02-05.wav,happy,normal,5,male,01,02,3.2365625
..\data\raw\happy\03-01-03-01-01-02-06.wav,happy,normal,6,female,01,02,3.6036041666666665
..\data\raw\happy\03-01-03-01-01-02-07.wav,happy,normal,7,male,01,02,3.470125
..\data\raw\happy\03-01-03-01-01-02-08.wav,happy,normal,8,female,01,02,3.43675
..\data\raw\happy\03-01-03-01-01-02-09.wav,happy,normal,9,male,01,02,3.5368541666666666
..\data\raw\happy\03-01-03-01-01-02-10.wav,happy,normal,10,female,01,02,3.470125
..\data\raw\happy\03-01-03-01-01-02-11.wav,happy,normal,11,male,01,02,3.2032083333333334
..\data\raw\happy\03-01-03-01-01-02-12.wav,happy,normal,12,female,01,02,3.7370625
..\data\raw\happy\03-01-03-01-01-02-13.wav,happy,normal,13,male,01,02,3.2032083333333334
..\data\raw\happy\03-01-03-01-01-02-14.wav,happy,normal,14,female,01,02,3.6703333333333332
..\data\raw\happy\03-01-03-01-01-02-15.wav,happy,normal,15,male,01,02,3.3366666666666664
..\data\raw\happy\03-01-03-01-01-02-16.wav,happy,normal,16,female,01,02,3.6703333333333332
..\data\raw\happy\03-01-03-01-01-02-17.wav,happy,normal,17,male,01,02,3.536875
..\data\raw\happy\03-01-03-01-01-02-18.wav,happy,normal,18,female,01,02,3.3700208333333332
..\data\raw\happy\03-01-03-01-01-02-19.wav,happy,normal,19,male,01,02,3.703708333333333
..\data\raw\happy\03-01-03-01-01-02-20.wav,happy,normal,20,female,01,02,3.7036875
..\data\raw\happy\03-01-03-01-01-02-21.wav,happy,normal,21,male,01,02,3.8037916666666667
..\data\raw\happy\03-01-03-01-01-02-22.wav,happy,normal,22,female,01,02,3.4367708333333336
..\data\raw\happy\03-01-03-01-01-02-23.wav,happy,normal,23,male,01,02,3.2699375
..\data\raw\happy\03-01-03-01-01-02-24.wav,happy,normal,24,female,01,02,3.9038958333333333
..\data\raw\happy\03-01-03-01-02-01-01.wav,happy,normal,1,male,02,01,3.5368541666666666
..\data\raw\happy\03-01-03-01-02-01-02.wav,happy,normal,2,female,02,01,3.7704375
..\data\raw\happy\03-01-03-01-02-01-03.wav,happy,normal,3,male,02,01,3.5035
..\data\raw\happy\03-01-03-01-02-01-04.wav,happy,normal,4,female,02,01,3.5035
..\data\raw\happy\03-01-03-01-02-01-05.wav,happy,normal,5,male,02,01,3.3700208333333332
..\data\raw\happy\03-01-03-01-02-01-06.wav,happy,normal,6,female,02,01,3.470125
..\data\raw\happy\03-01-03-01-02-01-07.wav,happy,normal,7,male,02,01,3.403395833333333
..\data\raw\happy\03-01-03-01-02-01-08.wav,happy,normal,8,female,02,01,3.470125
..\data\raw\happy\03-01-03-01-02-01-09.wav,happy,normal,9,male,02,01,3.3032916666666665
..\data\raw\happy\03-01-03-01-02-01-10.wav,happy,normal,10,female,02,01,3.3032916666666665
..\data\raw\happy\03-01-03-01-02-01-11.wav,happy,normal,11,male,02,01,3.1698333333333335
..\data\raw\happy\03-01-03-01-02-01-12.wav,happy,normal,12,female,02,01,3.5035
..\data\raw\happy\03-01-03-01-02-01-13.wav,happy,normal,13,male,02,01,3.1364791666666667
..\data\raw\happy\03-01-03-01-02-01-14.wav,happy,normal,14,female,02,01,3.403395833333333
..\data\raw\happy\03-01-03-01-02-01-15.wav,happy,normal,15,male,02,01,3.3366666666666664
..\data\raw\happy\03-01-03-01-02-01-16.wav,happy,normal,16,female,02,01,3.7370625
..\data\raw\happy\03-01-03-01-02-01-17.wav,happy,normal,17,male,02,01,3.4701458333333335
..\data\raw\happy\03-01-03-01-02-01-18.wav,happy,normal,18,female,02,01,3.43675
..\data\raw\happy\03-01-03-01-02-01-19.wav,happy,normal,19,male,02,01,3.2699375
..\data\raw\happy\03-01-03-01-02-01-20.wav,happy,normal,20,female,02,01,3.470125
..\data\raw\happy\03-01-03-01-02-01-21.wav,happy,normal,21,male,02,01,3.703708333333333
..\data\raw\happy\03-01-03-01-02-01-22.wav,happy,normal,22,female,02,01,3.5035
..\data\raw\happy\03-01-03-01-02-01-23.wav,happy,normal,23,male,02,01,3.2365625
..\data\raw\happy\03-01-03-01-02-01-24.wav,happy,normal,24,female,02,01,3.5035
..\data\raw\happy\03-01-03-01-02-02-01.wav,happy,normal,1,male,02,02,3.703708333333333
..\data\raw\happy\03-01-03-01-02-02-02.wav,happy,normal,2,female,02,02,3.7370833333333335
..\data\raw\happy\03-01-03-01-02-02-03.wav,happy,normal,3,male,02,02,3.5035
..\data\raw\happy\03-01-03-01-02-02-04.wav,happy,normal,4,female,02,02,3.4367708333333336
..\data\raw\happy\03-01-03-01-02-02-05.wav,happy,normal,5,male,02,02,3.7704375
..\data\raw\happy\03-01-03-01-02-02-06.wav,happy,normal,6,female,02,02,3.4367708333333336
